age,job,marital,education,balance,housing,duration,campaign,approval
41.0,technician,divorced,secondary,348,yes,225.0,2,no
43.0,management,married,tertiary,291,yes,150.0,2,no
52.0,technician,married,secondary,3554,no,89.0,1,no
54.0,blue-collar,married,primary,781,yes,103.0,2,no
32.0,technician,divorced,tertiary,267,no,128.0,1,no
38.0,blue-collar,married,primary,1327,yes,277.0,1,no
41.0,admin.,married,primary,-306,yes,500.0,1,yes
31.0,blue-collar,single,primary,864,yes,113.0,2,no
35.0,housemaid,married,tertiary,1265,yes,326.0,5,yes
26.0,admin.,married,secondary,0,no,755.0,1,no
52.0,technician,married,tertiary,214,no,161.0,3,no
58.0,retired,married,secondary,425,yes,100.0,1,no
57.0,housemaid,married,tertiary,3,no,142.0,2,no
34.0,management,married,tertiary,0,yes,214.0,2,no
59.0,blue-collar,married,primary,0,no,167.0,2,no
27.0,technician,single,secondary,282,no,676.0,5,no
42.0,entrepreneur,married,tertiary,0,no,236.0,1,no
47.0,housemaid,single,tertiary,3727,no,993.0,6,yes
33.0,blue-collar,married,secondary,0,yes,83.0,12,no
31.0,services,single,secondary,864,yes,100.0,1,no
37.0,management,married,tertiary,4089,yes,289.0,2,yes
29.0,blue-collar,married,secondary,-478,no,528.0,2,no
38.0,unemployed,married,primary,-363,no,340.0,2,no
35.0,self-employed,married,secondary,8883,no,33.0,3,no
31.0,technician,single,secondary,1970,no,284.0,3,no
62.0,management,married,tertiary,1859,no,245.0,3,yes
32.0,technician,single,tertiary,1059,yes,115.0,1,no
31.0,services,married,secondary,388,yes,730.0,2,no
51.0,blue-collar,divorced,primary,602,yes,347.0,1,no
29.0,services,single,secondary,0,no,58.0,1,no
43.0,blue-collar,married,primary,255,yes,180.0,1,no
36.0,blue-collar,married,secondary,63,yes,56.0,8,no
34.0,self-employed,married,primary,712,yes,326.0,3,no
29.0,services,married,secondary,57,yes,342.0,9,no
57.0,retired,married,secondary,523,no,49.0,6,no
43.0,management,married,tertiary,422,no,110.0,1,no
33.0,services,married,secondary,386,no,253.0,1,yes
60.0,management,married,tertiary,3387,no,636.0,2,no
51.0,technician,married,primary,260,no,137.0,2,no
40.0,admin.,single,secondary,-1,no,173.0,1,no
51.0,technician,married,secondary,1490,yes,227.0,2,no
38.0,services,married,secondary,497,yes,88.0,5,no
35.0,technician,married,secondary,1707,yes,426.0,3,no
47.0,technician,married,secondary,826,yes,195.0,3,no
45.0,blue-collar,married,primary,907,no,230.0,8,no
40.0,services,married,secondary,1836,yes,750.0,2,yes
29.0,entrepreneur,single,secondary,404,no,413.0,3,no
52.0,management,divorced,tertiary,907,yes,104.0,2,no
26.0,technician,married,secondary,18,yes,138.0,1,no
31.0,blue-collar,single,primary,-495,yes,334.0,2,no
55.0,services,married,unknown,1210,yes,868.0,1,no
35.0,services,married,secondary,819,yes,102.0,14,no
56.0,management,divorced,tertiary,442,no,77.0,3,no
28.0,blue-collar,single,secondary,-46,yes,199.0,1,yes
27.0,student,single,secondary,671,yes,332.0,2,no
30.0,technician,married,secondary,371,no,124.0,2,no
33.0,management,married,secondary,11,yes,104.0,3,no
32.0,blue-collar,single,secondary,33,yes,125.0,1,no
43.0,entrepreneur,married,secondary,104,yes,635.0,3,yes
46.0,blue-collar,married,primary,174,no,90.0,1,no
32.0,management,married,tertiary,3107,yes,310.0,1,no
40.0,services,married,secondary,1438,yes,207.0,1,no
39.0,blue-collar,married,secondary,1367,no,43.0,1,no
51.0,blue-collar,married,primary,-11,no,126.0,4,no
46.0,admin.,single,secondary,1693,yes,137.0,1,no
43.0,blue-collar,married,primary,778,yes,284.0,5,no
36.0,technician,married,tertiary,837,no,68.0,6,no
48.0,management,married,tertiary,363,no,67.0,1,no
26.0,admin.,single,secondary,236,yes,8.0,2,no
39.0,admin.,single,unknown,0,yes,62.0,1,no
23.0,entrepreneur,single,primary,4,yes,395.0,2,yes
54.0,management,divorced,tertiary,26306,yes,27.0,1,no
38.0,admin.,married,secondary,46,yes,195.0,1,no
33.0,technician,married,secondary,575,no,254.0,2,no
35.0,admin.,divorced,secondary,148,no,199.0,1,no
52.0,services,married,secondary,431,no,73.0,17,no
25.0,technician,single,tertiary,777,yes,351.0,1,no
29.0,management,married,tertiary,199,yes,1689.0,4,yes
35.0,technician,single,tertiary,3552,no,267.0,1,no
49.0,services,married,secondary,47,no,234.0,2,no
41.0,admin.,divorced,secondary,3823,no,234.0,10,no
32.0,management,married,tertiary,138,no,94.0,4,no
29.0,admin.,single,secondary,1117,yes,77.0,2,no
28.0,blue-collar,married,secondary,1325,yes,242.0,1,no
59.0,retired,married,secondary,0,no,247.0,4,no
34.0,entrepreneur,married,tertiary,4343,no,85.0,4,no
55.0,management,divorced,tertiary,1598,no,607.0,4,no
34.0,management,married,tertiary,3301,yes,485.0,2,yes
24.0,student,single,secondary,822,no,184.0,1,yes
42.0,technician,divorced,secondary,-280,yes,258.0,1,no
34.0,management,single,unknown,1534,yes,156.0,1,no
34.0,admin.,married,secondary,1671,no,160.0,1,no
51.0,self-employed,married,tertiary,2007,no,1021.0,1,no
58.0,blue-collar,married,primary,0,yes,5.0,25,no
44.0,technician,married,secondary,2776,yes,701.0,1,yes
33.0,blue-collar,married,secondary,139,yes,732.0,2,yes
34.0,management,married,tertiary,573,no,122.0,1,no
34.0,admin.,married,secondary,475,yes,559.0,1,no
42.0,blue-collar,divorced,secondary,47,yes,141.0,1,no
46.0,management,single,tertiary,2154,yes,87.0,4,no
31.0,self-employed,single,tertiary,96,no,577.0,1,no
39.0,entrepreneur,married,tertiary,83,yes,193.0,2,no
34.0,management,single,tertiary,6766,no,210.0,5,no
47.0,technician,married,secondary,3973,no,732.0,2,no
42.0,services,divorced,secondary,372,yes,121.0,2,no
48.0,blue-collar,single,secondary,-552,no,150.0,2,no
30.0,self-employed,single,tertiary,48,no,140.0,1,no
38.0,technician,married,secondary,7696,yes,386.0,2,no
24.0,services,married,secondary,4500,yes,733.0,2,yes
34.0,technician,married,secondary,1,yes,108.0,1,no
46.0,management,single,tertiary,46,no,80.0,1,no
32.0,admin.,divorced,secondary,-18,yes,155.0,3,no
46.0,services,married,secondary,451,yes,389.0,4,no
26.0,self-employed,married,tertiary,479,yes,133.0,3,no
42.0,blue-collar,married,secondary,0,yes,328.0,6,no
50.0,technician,married,secondary,1130,yes,119.0,2,no
41.0,blue-collar,married,primary,389,yes,87.0,6,no
34.0,admin.,single,secondary,10,no,162.0,1,no
58.0,housemaid,single,tertiary,145,yes,128.0,2,no
45.0,technician,married,secondary,115,yes,108.0,1,no
28.0,admin.,single,secondary,89,yes,172.0,2,no
35.0,technician,married,secondary,94,yes,208.0,5,no
39.0,services,married,secondary,1438,yes,212.0,2,no
49.0,unemployed,divorced,tertiary,780,no,148.0,1,no
50.0,management,married,tertiary,207,yes,99.0,1,no
37.0,management,married,tertiary,238,no,185.0,1,yes
45.0,blue-collar,married,primary,2433,no,133.0,2,no
30.0,housemaid,single,secondary,1924,no,170.0,1,no
48.0,unemployed,married,tertiary,-471,yes,668.0,7,no
36.0,management,single,tertiary,1531,yes,81.0,3,no
41.0,management,single,secondary,764,no,230.0,2,no
55.0,blue-collar,married,secondary,383,no,287.0,1,no
70.0,retired,married,primary,3782,no,618.0,1,no
41.0,management,married,tertiary,326,yes,788.0,1,yes
47.0,services,divorced,secondary,691,no,285.0,6,no
34.0,technician,single,secondary,0,no,163.0,2,no
33.0,management,single,tertiary,99,no,159.0,1,no
58.0,retired,married,secondary,502,yes,197.0,2,no
51.0,management,married,tertiary,-15,no,212.0,2,no
45.0,management,married,tertiary,1929,yes,44.0,15,no
55.0,admin.,married,secondary,0,no,180.0,2,no
30.0,blue-collar,single,primary,185,no,11.0,1,no
33.0,management,single,secondary,-424,yes,863.0,1,no
27.0,services,single,secondary,0,yes,388.0,7,no
59.0,retired,married,secondary,319,yes,143.0,3,no
34.0,management,single,tertiary,171,yes,191.0,1,no
47.0,technician,divorced,tertiary,-1148,yes,62.0,2,no
44.0,blue-collar,married,primary,-11,yes,13.0,1,no
35.0,admin.,single,secondary,0,yes,1073.0,1,yes
45.0,management,married,tertiary,-206,yes,337.0,2,no
42.0,blue-collar,married,primary,704,yes,88.0,10,no
38.0,technician,married,secondary,1931,no,167.0,1,no
34.0,technician,single,secondary,943,no,96.0,4,no
35.0,technician,married,secondary,327,yes,537.0,3,no
29.0,management,single,secondary,-105,yes,5.0,3,no
58.0,retired,married,secondary,983,no,139.0,1,no
44.0,blue-collar,single,primary,787,yes,570.0,2,no
45.0,entrepreneur,married,tertiary,0,yes,100.0,3,no
43.0,blue-collar,married,secondary,3060,yes,253.0,2,no
44.0,services,married,secondary,5780,yes,525.0,2,no
30.0,technician,single,secondary,790,no,696.0,3,no
38.0,unemployed,married,tertiary,1449,no,535.0,6,no
50.0,technician,married,secondary,1412,no,131.0,3,no
21.0,student,single,secondary,681,no,6.0,1,no
38.0,entrepreneur,married,tertiary,228,yes,105.0,1,no
42.0,admin.,married,secondary,0,no,370.0,1,no
45.0,technician,single,tertiary,2087,no,29.0,14,no
34.0,entrepreneur,married,secondary,2,yes,184.0,1,no
48.0,technician,married,secondary,197,no,47.0,2,no
34.0,services,married,secondary,0,no,193.0,4,no
32.0,blue-collar,married,secondary,1905,yes,709.0,2,yes
35.0,technician,married,tertiary,118,no,358.0,2,no
39.0,entrepreneur,married,tertiary,2644,yes,253.0,1,no
36.0,self-employed,married,tertiary,16430,yes,197.0,3,no
35.0,technician,married,secondary,13,no,94.0,2,no
57.0,services,divorced,secondary,14,no,445.0,2,no
28.0,technician,single,secondary,769,yes,153.0,1,no
43.0,admin.,married,unknown,3485,no,113.0,1,no
57.0,management,married,secondary,139,no,80.0,1,no
34.0,services,divorced,secondary,202,yes,318.0,1,no
36.0,technician,married,tertiary,6,yes,100.0,1,no
47.0,management,divorced,tertiary,2515,no,40.0,3,no
36.0,management,divorced,tertiary,5195,yes,55.0,25,no
33.0,management,married,tertiary,2098,no,67.0,1,no
57.0,management,married,tertiary,320,no,76.0,2,no
57.0,management,married,tertiary,3431,yes,73.0,1,no
34.0,admin.,married,secondary,50,yes,89.0,2,no
51.0,housemaid,divorced,tertiary,370,yes,109.0,3,no
54.0,blue-collar,divorced,primary,-182,no,98.0,1,no
52.0,self-employed,single,tertiary,1623,yes,21.0,17,no
43.0,entrepreneur,married,tertiary,13342,yes,465.0,1,no
58.0,retired,single,primary,6570,no,106.0,3,no
53.0,admin.,married,secondary,225,yes,304.0,1,no
44.0,management,married,secondary,-665,no,342.0,3,no
29.0,management,single,tertiary,0,no,16.0,25,no
27.0,services,single,secondary,54,yes,543.0,2,yes
35.0,blue-collar,married,primary,46,no,338.0,3,no
40.0,self-employed,married,secondary,2,no,197.0,5,no
34.0,blue-collar,married,secondary,103,yes,956.0,2,no
38.0,admin.,single,secondary,883,yes,95.0,1,no
32.0,services,married,secondary,55,yes,546.0,9,no
41.0,admin.,married,secondary,8238,yes,124.0,4,no
25.0,blue-collar,single,secondary,913,yes,113.0,4,no
38.0,blue-collar,divorced,secondary,595,yes,245.0,3,no
26.0,technician,single,secondary,7,yes,188.0,2,no
37.0,technician,single,tertiary,1661,no,199.0,5,no
30.0,management,married,tertiary,102,yes,470.0,7,yes
36.0,services,married,secondary,338,no,90.0,1,no
33.0,management,married,secondary,3132,yes,350.0,5,no
33.0,admin.,single,tertiary,490,yes,31.0,1,no
35.0,management,married,tertiary,2682,yes,156.0,1,no
24.0,services,married,tertiary,0,yes,299.0,1,no
29.0,unemployed,married,secondary,596,no,510.0,2,no
54.0,blue-collar,married,secondary,2059,yes,177.0,4,no
27.0,admin.,married,secondary,132,no,123.0,2,no
34.0,management,married,secondary,0,no,270.0,1,no
39.0,blue-collar,married,primary,385,yes,225.0,4,no
38.0,management,married,tertiary,223,no,63.0,1,no
37.0,management,married,tertiary,0,yes,247.0,13,no
26.0,services,single,secondary,512,yes,206.0,5,no
36.0,entrepreneur,married,tertiary,1169,yes,168.0,2,no
30.0,management,single,tertiary,940,no,131.0,2,no
25.0,technician,single,secondary,-80,yes,89.0,1,no
34.0,technician,married,secondary,0,yes,116.0,4,no
52.0,unknown,married,unknown,1317,no,58.0,1,no
39.0,admin.,married,secondary,179,no,36.0,1,no
34.0,management,married,secondary,1007,yes,240.0,2,no
34.0,management,single,secondary,0,no,132.0,4,no
30.0,services,married,secondary,1286,yes,544.0,1,no
33.0,services,married,secondary,804,yes,266.0,1,no
30.0,student,single,secondary,4,no,443.0,2,no
51.0,blue-collar,married,primary,0,yes,324.0,1,no
36.0,services,single,secondary,417,yes,15.0,10,no
48.0,blue-collar,married,primary,1678,no,263.0,2,no
37.0,services,divorced,secondary,532,yes,199.0,1,no
58.0,management,married,secondary,407,yes,145.0,2,no
56.0,management,divorced,tertiary,659,no,56.0,1,no
34.0,blue-collar,married,secondary,393,yes,11.0,9,no
33.0,admin.,divorced,secondary,661,yes,411.0,1,no
26.0,services,single,secondary,0,no,165.0,23,no
40.0,management,single,unknown,838,yes,619.0,3,no
35.0,services,married,secondary,195,yes,203.0,1,no
45.0,entrepreneur,married,secondary,68,yes,254.0,1,no
37.0,technician,single,secondary,-242,yes,1149.0,6,yes
35.0,management,divorced,tertiary,321,yes,189.0,1,no
43.0,services,single,secondary,3403,yes,707.0,2,yes
28.0,blue-collar,married,secondary,8,yes,196.0,1,no
32.0,blue-collar,divorced,secondary,739,yes,171.0,1,no
26.0,unemployed,single,secondary,622,no,1451.0,2,yes
35.0,services,married,secondary,152,yes,563.0,1,yes
35.0,technician,single,secondary,2,no,23956498.0,4,no
39.0,blue-collar,married,secondary,1439,yes,73.0,6,no
42.0,blue-collar,divorced,secondary,1491,yes,203.0,2,no
32.0,technician,single,secondary,6402,yes,158.0,1,no
30.0,unemployed,married,secondary,1210,no,100.0,4,no
26.0,management,single,tertiary,122,no,160.0,1,no
30.0,student,single,secondary,0,yes,661.0,1,no
32.0,management,married,tertiary,62,yes,166.0,1,no
47.0,services,married,secondary,3333,yes,114.0,2,no
33.0,technician,married,tertiary,16992,yes,58.0,1,no
57.0,blue-collar,married,primary,23,yes,25.0,8,no
35.0,admin.,married,secondary,0,yes,121.0,2,no
53.0,technician,married,tertiary,6072,no,226.0,4,no
24.0,retired,single,secondary,366,no,234.0,2,no
54.0,management,divorced,tertiary,0,no,88.0,1,no
31.0,management,married,tertiary,1343,yes,85.0,1,no
41.0,entrepreneur,married,secondary,2105,yes,134.0,1,no
44.0,unknown,married,secondary,2319,no,251.0,3,no
35.0,services,single,secondary,35,yes,152.0,1,no
30.0,management,married,tertiary,877,no,202.0,1,no
43.0,blue-collar,single,primary,30,yes,379.0,17,no
51.0,entrepreneur,married,secondary,-2082,no,123.0,6,no
60.0,retired,married,secondary,89,no,156.0,2,no
43.0,self-employed,married,secondary,104,no,332.0,1,no
31.0,management,married,tertiary,1750,yes,90.0,3,no
56.0,management,married,primary,772,yes,291.0,1,no
42.0,technician,married,secondary,1048,yes,23.0,2,no
52.0,entrepreneur,married,primary,592,no,122.0,2,no
40.0,technician,married,secondary,0,yes,105.0,2,no
36.0,services,married,secondary,3064,yes,1143.0,4,no
40.0,services,married,primary,33,no,70.0,3,no
46.0,blue-collar,married,secondary,0,yes,264.0,2,no
32.0,admin.,single,secondary,1649,no,204.0,2,no
31.0,housemaid,single,tertiary,287,yes,182.0,1,no
41.0,technician,divorced,secondary,0,yes,386.0,2,no
58.0,housemaid,married,primary,419,no,295.0,3,no
36.0,services,married,secondary,257,yes,86.0,2,no
52.0,technician,married,secondary,118,no,16.0,20,no
42.0,management,married,tertiary,251,no,413.0,2,no
32.0,management,single,tertiary,1731,yes,323.0,3,no
62.0,management,married,tertiary,0,no,78.0,3,no
31.0,technician,single,tertiary,23,no,121.0,3,no
41.0,blue-collar,single,secondary,-386,no,477.0,1,yes
34.0,self-employed,married,tertiary,5498,no,265.0,1,no
44.0,management,single,tertiary,5063,no,418.0,2,yes
42.0,blue-collar,married,primary,7041,yes,386.0,4,no
37.0,entrepreneur,single,secondary,654,no,594.0,2,no
47.0,management,married,tertiary,1890,no,161.0,1,no
32.0,unemployed,married,secondary,2400,yes,450.0,3,no
46.0,blue-collar,married,secondary,519,yes,217.0,6,no
39.0,technician,single,tertiary,1190,no,136.0,1,no
28.0,services,single,secondary,229,yes,322.0,1,no
26.0,student,single,secondary,203,no,104.0,1,no
52.0,technician,married,secondary,1818,no,189.0,2,no
42.0,unemployed,married,secondary,1289,no,250.0,4,yes
33.0,technician,divorced,tertiary,39,no,123.0,5,no
73.0,retired,married,primary,796,no,427.0,1,yes
35.0,admin.,single,secondary,57,no,632.0,2,no
40.0,management,married,tertiary,1548,yes,101.0,3,no
51.0,technician,married,secondary,117,no,467.0,2,yes
37.0,admin.,single,secondary,0,yes,640.0,2,no
39.0,management,married,tertiary,691,yes,517.0,1,no
28.0,blue-collar,married,secondary,64,yes,160.0,3,no
49.0,technician,divorced,tertiary,0,yes,177.0,3,no
36.0,admin.,married,secondary,957,yes,206.0,1,no
45.0,technician,married,secondary,118,yes,208.0,2,no
29.0,technician,single,tertiary,218,yes,169.0,1,no
35.0,management,married,secondary,724,yes,287.0,2,yes
35.0,housemaid,married,tertiary,20,yes,505.0,3,no
30.0,blue-collar,married,secondary,-28,yes,284.0,2,no
46.0,blue-collar,married,primary,665,no,89.0,4,no
25.0,student,single,tertiary,5,no,138.0,1,no
36.0,management,married,tertiary,925,no,321.0,3,yes
42.0,blue-collar,married,primary,2519,yes,262.0,4,no
57.0,admin.,married,secondary,3927,no,61.0,1,no
42.0,management,divorced,tertiary,401,yes,217.0,9,no
29.0,management,married,tertiary,581,yes,192.0,2,no
36.0,technician,married,tertiary,1327,no,174.0,2,no
31.0,unemployed,married,secondary,3242,no,292.0,2,no
59.0,technician,married,primary,3163,yes,240.0,2,no
50.0,unemployed,divorced,secondary,32,no,282.0,2,no
47.0,admin.,married,secondary,310,yes,128.0,6,no
46.0,housemaid,married,primary,0,no,161.0,1,no
26.0,blue-collar,single,primary,155,yes,291.0,1,no
31.0,services,single,secondary,11386,yes,356.0,1,no
30.0,services,married,tertiary,1380,yes,294.0,2,no
47.0,blue-collar,single,unknown,2443,no,422.0,1,no
23.0,technician,single,tertiary,1129,yes,806.0,1,yes
44.0,unemployed,single,primary,4232,no,227.0,1,no
42.0,self-employed,married,secondary,5564,no,560.0,2,no
32.0,services,single,secondary,-402,yes,135.0,1,no
28.0,admin.,single,secondary,1323,yes,361.0,1,no
57.0,retired,married,primary,1623,yes,246.0,1,no
38.0,technician,married,tertiary,1042,yes,419.0,2,no
22.0,student,single,secondary,2488,no,449.0,2,yes
54.0,admin.,married,secondary,865,yes,71.0,1,no
32.0,technician,married,tertiary,-1053,yes,357.0,3,no
32.0,management,married,tertiary,1667,yes,164.0,2,no
59.0,admin.,divorced,secondary,975,yes,263.0,4,no
45.0,technician,married,secondary,2571,no,146.0,2,no
53.0,unknown,married,primary,732,no,759.0,2,yes
50.0,admin.,divorced,secondary,769,no,72.0,2,no
34.0,technician,married,secondary,-136,yes,131.0,2,no
35.0,admin.,divorced,secondary,3636,no,808.0,2,yes
62.0,housemaid,married,secondary,565,no,123.0,3,no
40.0,blue-collar,married,secondary,271,yes,483.0,2,no
26.0,self-employed,single,tertiary,1153,no,238.0,3,no
34.0,management,married,tertiary,-73,yes,90.0,1,no
50.0,unknown,married,unknown,558,no,464.0,1,yes
31.0,unknown,divorced,tertiary,137,no,385.0,9,no
35.0,technician,married,secondary,700,yes,240.0,2,no
55.0,retired,married,primary,-966,no,104.0,1,no
34.0,admin.,married,secondary,96,no,109.0,2,no
58.0,retired,married,primary,4007,no,598.0,4,no
50.0,management,single,tertiary,567,yes,274.0,8,no
31.0,technician,single,secondary,40,no,123.0,2,no
47.0,admin.,divorced,secondary,136,no,70.0,1,no
38.0,self-employed,single,tertiary,917,yes,260.0,1,no
46.0,management,single,tertiary,593,yes,190.0,3,no
42.0,blue-collar,married,primary,505,yes,521.0,2,no
34.0,blue-collar,married,secondary,2542,yes,228.0,1,no
37.0,management,married,tertiary,5355,no,466.0,4,yes
38.0,student,single,tertiary,807,no,74.0,2,no
59.0,retired,married,secondary,9976,yes,57.0,2,no
32.0,admin.,married,secondary,0,no,119.0,3,no
55.0,management,married,tertiary,540,no,124.0,2,no
35.0,blue-collar,married,secondary,280,yes,65.0,50,no
56.0,management,divorced,tertiary,-59,no,127.0,6,no
27.0,admin.,married,secondary,-517,yes,172.0,3,no
42.0,unemployed,single,secondary,2613,yes,174.0,6,no
42.0,student,married,unknown,-7,no,41.0,6,no
41.0,blue-collar,married,primary,0,yes,232.0,3,no
53.0,retired,divorced,secondary,-200,no,161.0,1,no
67.0,retired,married,primary,2301,no,124.0,1,no
53.0,housemaid,married,primary,104,no,701.0,1,yes
33.0,blue-collar,married,primary,191,yes,162.0,2,no
31.0,technician,single,unknown,694,yes,431.0,2,no
31.0,admin.,married,secondary,212,yes,191.0,3,no
30.0,management,married,tertiary,1882,yes,249.0,5,no
48.0,blue-collar,married,unknown,131,yes,189.0,1,no
30.0,technician,single,secondary,175,no,167.0,4,no
43.0,technician,single,tertiary,0,no,73.0,4,no
38.0,management,divorced,tertiary,4425,yes,162.0,1,no
46.0,unemployed,married,secondary,3533,yes,235.0,2,no
59.0,blue-collar,divorced,secondary,3573,no,44.0,1,no
44.0,management,divorced,tertiary,476,yes,127.0,2,no
35.0,blue-collar,married,secondary,1257,yes,93.0,3,no
55.0,blue-collar,married,unknown,23,no,143.0,1,no
39.0,management,single,tertiary,0,yes,81.0,2,no
36.0,services,single,secondary,398,yes,77.0,2,no
33.0,blue-collar,married,secondary,745,yes,115.0,4,no
48.0,management,single,tertiary,8106,no,125.0,1,no
33.0,management,single,tertiary,0,no,53.0,4,no
67.0,retired,married,unknown,696,no,77.0,2,no
48.0,unemployed,divorced,secondary,1266,yes,45.0,1,no
57.0,management,married,tertiary,2416,no,74.0,2,no
31.0,housemaid,married,primary,25,no,169.0,5,no
30.0,student,single,tertiary,7513,no,269.0,2,no
56.0,entrepreneur,divorced,primary,29,no,52.0,2,no
26.0,blue-collar,married,primary,5116,yes,246.0,3,no
44.0,management,married,secondary,-1746,yes,218.0,1,no
44.0,technician,divorced,secondary,14,no,167.0,1,yes
31.0,management,married,tertiary,4148,yes,316.0,3,yes
47.0,self-employed,married,unknown,14,yes,142.0,1,no
30.0,admin.,single,secondary,105,yes,75.0,1,no
37.0,management,married,tertiary,767,no,204.0,1,no
56.0,admin.,divorced,primary,0,no,542.0,1,no
43.0,management,single,secondary,-228,yes,122.0,2,no
42.0,services,married,secondary,508,yes,70.0,1,no
60.0,management,married,secondary,725,yes,266.0,1,no
34.0,blue-collar,married,unknown,41,yes,34.0,9,no
34.0,management,single,tertiary,184,no,203.0,4,no
41.0,management,married,tertiary,251,no,85.0,3,no
38.0,management,divorced,secondary,-17,no,11.0,4,no
23.0,services,married,secondary,-19,yes,13.0,10,no
33.0,management,married,tertiary,1064,yes,562.0,1,yes
36.0,blue-collar,married,secondary,777,yes,185.0,3,no
49.0,unemployed,married,tertiary,377,no,158.0,1,no
34.0,admin.,divorced,secondary,479,yes,515.0,1,yes
40.0,technician,divorced,secondary,-375,yes,60.0,5,no
72.0,retired,married,primary,796,no,173.0,2,no
43.0,technician,married,secondary,17,yes,353.0,4,no
44.0,blue-collar,married,secondary,1071,yes,143.0,3,no
35.0,admin.,married,secondary,0,yes,18.0,5,no
46.0,admin.,divorced,secondary,7378,no,466.0,1,no
55.0,admin.,married,secondary,865,yes,85.0,1,no
50.0,technician,divorced,secondary,-701,yes,148.0,1,no
23.0,blue-collar,single,unknown,817,yes,123.0,1,no
34.0,student,married,unknown,1387,no,121.0,1,no
40.0,blue-collar,married,secondary,0,yes,245.0,3,no
61.0,retired,married,secondary,2917,no,215.0,1,yes
53.0,technician,married,secondary,4541,yes,190.0,6,no
57.0,technician,married,secondary,0,no,44.0,1,no
28.0,blue-collar,married,secondary,4287,no,171.0,1,no
25.0,admin.,married,secondary,242,yes,62.0,12,no
38.0,blue-collar,married,secondary,171,yes,172.0,1,no
27.0,services,single,secondary,259,yes,78.0,10,no
45.0,blue-collar,married,secondary,827,yes,319.0,5,no
31.0,services,single,secondary,469,no,111.0,1,no
39.0,blue-collar,married,primary,2226,yes,158.0,1,no
42.0,technician,married,secondary,0,no,82.0,12,no
46.0,management,married,tertiary,477,yes,128.0,6,no
36.0,services,married,secondary,42,yes,102.0,4,no
30.0,management,single,tertiary,775,yes,124.0,2,no
32.0,blue-collar,married,secondary,9,yes,334.0,2,no
52.0,technician,married,tertiary,2557,no,134.0,5,yes
31.0,management,married,tertiary,2395,no,218.0,1,no
60.0,management,married,primary,4895,no,313.0,1,no
35.0,blue-collar,single,secondary,376,yes,207.0,3,no
38.0,management,married,tertiary,389,yes,262.0,1,no
46.0,management,divorced,tertiary,134,no,134.0,2,no
45.0,entrepreneur,divorced,tertiary,1273,yes,197.0,3,no
59.0,services,married,secondary,0,yes,214.0,3,no
34.0,management,married,tertiary,2892,yes,1165.0,7,no
33.0,technician,divorced,secondary,0,yes,177.0,2,no
46.0,management,single,secondary,295,yes,141.0,6,no
48.0,admin.,married,secondary,292,yes,164.0,6,no
31.0,services,single,secondary,85,no,151.0,1,no
32.0,technician,married,secondary,4,no,145.0,2,no
35.0,blue-collar,divorced,primary,-587,yes,111.0,1,no
36.0,blue-collar,single,primary,367,no,217.0,1,no
52.0,management,married,tertiary,-1224,yes,253.0,4,no
45.0,management,divorced,tertiary,959,no,74.0,1,no
34.0,management,married,tertiary,0,no,263.0,2,no
25.0,blue-collar,married,primary,-589,yes,233.0,1,no
26.0,management,single,tertiary,-8,no,402.0,2,no
57.0,management,married,unknown,0,no,585.0,1,no
48.0,management,married,primary,247,yes,145.0,1,no
48.0,technician,married,unknown,5543,no,143.0,5,no
32.0,blue-collar,married,primary,642,no,524.0,1,no
58.0,retired,married,secondary,11,no,270.0,1,no
57.0,management,married,primary,-226,yes,272.0,1,no
31.0,entrepreneur,married,tertiary,5191,no,187.0,2,no
33.0,blue-collar,single,secondary,-320,no,268.0,2,no
53.0,entrepreneur,married,tertiary,2289,yes,183.0,1,no
36.0,admin.,married,secondary,725,yes,123.0,3,no
32.0,technician,single,tertiary,705,yes,20.0,4,no
45.0,blue-collar,married,secondary,776,yes,232.0,4,no
35.0,unemployed,married,tertiary,816,yes,547.0,7,no
41.0,services,married,secondary,171,no,71.0,9,no
54.0,services,married,secondary,812,no,113.0,6,no
49.0,services,married,secondary,823,no,780.0,4,yes
28.0,technician,single,secondary,1453,yes,246.0,1,no
24.0,blue-collar,single,unknown,431,yes,108.0,12,no
30.0,admin.,single,secondary,1009,yes,253.0,1,no
32.0,self-employed,married,primary,286,yes,175.0,1,no
53.0,entrepreneur,married,tertiary,22370,yes,106.0,1,no
42.0,blue-collar,married,primary,2111,yes,86.0,2,no
48.0,blue-collar,married,primary,5366,yes,248.0,3,no
33.0,technician,married,secondary,181,yes,265.0,2,no
31.0,blue-collar,divorced,secondary,-452,yes,182.0,5,no
56.0,unemployed,divorced,primary,1770,no,916.0,3,no
58.0,retired,married,primary,0,no,506.0,1,no
37.0,admin.,single,secondary,-296,yes,81.0,1,no
59.0,management,married,primary,2358,yes,30.0,1,no
50.0,management,single,tertiary,1200,no,904.0,3,yes
39.0,housemaid,single,primary,109,yes,699.0,3,no
30.0,technician,married,secondary,616,yes,19.0,1,no
47.0,services,divorced,secondary,4906,yes,389.0,1,no
44.0,self-employed,married,secondary,313,no,211.0,4,no
38.0,blue-collar,married,primary,290,yes,283.0,1,no
50.0,management,married,tertiary,1240,no,474.0,2,no
27.0,admin.,single,tertiary,3672,yes,157.0,2,no
73.0,retired,married,secondary,19,no,509.0,2,no
